,VISIT_AREA_NM,ROAD_NM_ADDR,LOTNO_ADDR,SEARCH_ADDR,data-id
3649,비건 테이블 바람,제주특별자치도 제주시 애월읍 납읍동1길 18-14,제주특별자치도 제주시 애월읍 납읍리 1794-1,제주특별자치도 제주시 애월읍 납읍리 1794-1,1653305908
3650,윈드스톤,제주특별자치도 제주시 애월읍 광성로 272,제주특별자치도 제주시 애월읍 광령리 1227-2,제주특별자치도 제주시 애월읍 광령리 1227-2,37812422
3651,아길라 호텔,제주특별자치도 제주시 한림읍 옹포2길 10,제주특별자치도 제주시 한림읍 협재리 1398,제주특별자치도 제주시 한림읍 협재리 1398,848912311
3652,나무식탁,제주특별자치도 서귀포시 대정읍 도원로 214,제주특별자치도 서귀포시 대정읍 신도리 1407-1,제주특별자치도 서귀포시 대정읍 신도리 1407-1,1287396500
3653,돈치기,제주특별자치도 제주시 원노형남1길 12,제주특별자치도 제주시 노형동 923-1,제주특별자치도 제주시 노형동 923-1,no
3654,북교 해바라기,제주특별자치도 제주시 중앙로 46-8,제주특별자치도 제주시 일도1동 1281-5,제주특별자치도 제주시 일도1동 1281-5,38488480
3655,제주 서핑,제주특별자치도 제주시 구좌읍 해맞이해안로 508-1,제주특별자치도 제주시 구좌읍 행원리 1524,제주특별자치도 제주시 구좌읍 행원리 1524,no
3656,배고프면,제주특별자치도 제주시 구좌읍 해맞이해안로 518-38,제주특별자치도 제주시 구좌읍 행원리 1511-3,제주특별자치도 제주시 구좌읍 행원리 1511-3,no
3657,제주 오션 스토리,제주특별자치도 서귀포시 성산읍 일주동로 4694,제주특별자치도 서귀포시 성산읍 온평리 520-1,제주특별자치도 서귀포시 성산읍 온평리 520-1,38752761
3658,왕수네,제주특별자치도 제주시 신산로15길 40,제주특별자치도 제주시 일도이동 359-15,제주특별자치도 제주시 일도이동 359-15,1087129896
3659,시청 골목집,제주특별자치도 제주시 서광로32길 39-3,제주특별자치도 제주시 이도2동 1186-22,제주특별자치도 제주시 이도2동 1186-22,1031402564
3660,호텔 더 레드,제주특별자치도 제주시 동광로6길 10,제주특별자치도 제주시 이도이동 1176-11,제주특별자치도 제주시 이도이동 1176-11,1256123702
3661,굿모닝 렌터카,제주특별자치도 제주시 월성로4길 74-22,제주특별자치도 제주시 용담이동 1677-1,제주특별자치도 제주시 용담이동 1677-1,19723764
3662,드림카츠,제주특별자치도 서귀포시 안덕면 사계남로216번길 32,제주특별자치도 서귀포시 안덕면 사계리 119,제주특별자치도 서귀포시 안덕면 사계리 119,1026836473
3663,제주도 게스트하우스파티 한담누리,제주특별자치도 제주시 애월읍 일주서로 6158,제주특별자치도 제주시 애월읍 애월리 2443-2,제주특별자치도 제주시 애월읍 애월리 2443-2,21290250
3664,런 호텔,제주특별자치도 서귀포시 태평로431번길 20,제주특별자치도 서귀포시 서귀동 411-1,제주특별자치도 서귀포시 서귀동 411-1,1295944914
3665,스타벅스 인천 강화 DT 점,제주특별자치도 제주시 월랑로 68,제주특별자치도 제주시 노형동 1238-2,제주특별자치도 제주시 노형동 1238-2,1384793707
3666,올레 강민,제주특별자치도 서귀포시 중정로61번길 5,제주특별자치도 서귀포시 서귀동 293-1,제주특별자치도 서귀포시 서귀동 293-1,1307118040
3667,인생 밥집 한림 협재 본점,제주특별자치도 제주시 한림읍 문교길 6,제주특별자치도 제주시 한림읍 한림리 940-3,제주특별자치도 제주시 한림읍 한림리 940-3,no
3668,새섬공원,,제주특별자치도 서귀포시 서귀동,제주특별자치도 서귀포시 서귀동,no
3669,서귀포귤림성,제주특별자치도 서귀포시 일주동로 8941,제주특별자치도 서귀포시 호근동 569-2,제주특별자치도 서귀포시 호근동 569-2,16903342
3670,바다목장,제주특별자치도 서귀포시 논짓물로 35,제주특별자치도 서귀포시 하예동 452,제주특별자치도 서귀포시 하예동 452,1446178162
3671,순천 미향,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-73,제주특별자치도 서귀포시 안덕면 사계리 163-6,제주특별자치도 서귀포시 안덕면 사계리 163-6,16958513
3672,스타벅스 제주 에듀시티점,제주특별자치도 서귀포시 대정읍 에듀시티로 36,제주특별자치도 서귀포시 대정읍 보성리 2372,제주특별자치도 서귀포시 대정읍 보성리 2372,385244477
3673,동백장 게스트하우스,제주특별자치도 제주시 애월읍 하광로 289,제주특별자치도 제주시 애월읍 광령리 3850-11,제주특별자치도 제주시 애월읍 광령리 3850-11,1262837094
3674,흑돼지 해물 삼합 서귀포점,제주특별자치도 서귀포시 태평로482번길 50,제주특별자치도 서귀포시 서귀동 111-6,제주특별자치도 서귀포시 서귀동 111-6,1056894347
3675,놀멍먹으멍,제주특별자치도 제주시 애월읍 고하상로 104,제주특별자치도 제주시 애월읍 하가리 1365-6,제주특별자치도 제주시 애월읍 하가리 1365-6,no
3676,회가 서쪽에서 뜨겠네,제주특별자치도 제주시 애월읍 애월로 12,제주특별자치도 제주시 애월읍 애월리 2454-1,제주특별자치도 제주시 애월읍 애월리 2454-1,1776032984
3677,통나무 파크,제주특별자치도 제주시 애월읍 도치돌길 293,제주특별자치도 제주시 애월읍 납읍리 102,제주특별자치도 제주시 애월읍 납읍리 102,1485849143
3678,포쉬노쉬,제주특별자치도 제주시 광양9길 31,제주특별자치도 제주시 이도이동 1173-19,제주특별자치도 제주시 이도이동 1173-19,1446118450
3679,아델하임아파트,제주특별자치도 제주시 신대로 161,제주특별자치도 제주시 연동 308-6,제주특별자치도 제주시 연동 308-6,21762602
3680,바당 길 서귀포점,제주특별자치도 서귀포시 남원읍 공천포로 47-4,제주특별자치도 서귀포시 남원읍 신례리 71-4,제주특별자치도 서귀포시 남원읍 신례리 71-4,1163392518
3681,시스터필드 베이커리,제주특별자치도 서귀포시 월드컵로 8,제주특별자치도 서귀포시 강정동 231-2,제주특별자치도 서귀포시 강정동 231-2,497076500
3682,일통이반,제주특별자치도 제주시 중앙로2길 25,제주특별자치도 제주시 삼도이동 9-1,제주특별자치도 제주시 삼도이동 9-1,32041782
3683,그린존 제주공항,,제주특별자치도 제주시 용담이동 808,제주특별자치도 제주시 용담이동 808,no
3684,CU 제주신화 빌라스점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리 2518,제주특별자치도 서귀포시 안덕면 서광리 2518,1005036178
3685,엄장해암길,,제주특별자치도 제주시 애월읍 신엄리 2793-3,제주특별자치도 제주시 애월읍 신엄리 2793-3,no
3686,카페 해안,제주특별자치도 제주시 한경면 한경해안로 136,제주특별자치도 제주시 한경면 용수리 4275,제주특별자치도 제주시 한경면 용수리 4275,1835429370
3687,제주 차귀도 요트투어,제주특별자치도 제주시 한경면 한경해안로 156,제주특별자치도 제주시 한경면 용수리 4240,제주특별자치도 제주시 한경면 용수리 4240,35563255
3688,제주에 가면,제주특별자치도 제주시 탑동로 119,제주특별자치도 제주시 삼도이동 1158-22,제주특별자치도 제주시 삼도이동 1158-22,1264748638
3689,자유 렌터카,제주특별자치도 제주시 오일장중길 117,제주특별자치도 제주시 도두일동 1375-2,제주특별자치도 제주시 도두일동 1375-2,1279548171
3690,오븐에 빠진 닭 모슬포점,제주특별자치도 서귀포시 대정읍 하모항구로10번길 8-3,제주특별자치도 서귀포시 대정읍 하모리 2130-7,제주특별자치도 서귀포시 대정읍 하모리 2130-7,1601445666
3691,제스 코메트 서귀포점 주차장,제주특별자치도 서귀포시 상효로 39,제주특별자치도 서귀포시 상효동 754-1,제주특별자치도 서귀포시 상효동 754-1,266687895
3692,물회야,제주특별자치도 서귀포시 성산읍 일출로 226,제주특별자치도 서귀포시 성산읍 성산리 399-42,제주특별자치도 서귀포시 성산읍 성산리 399-42,1486227453
3693,레몬밤 스테이,제주특별자치도 서귀포시 성산읍 난고로34번길 61,제주특별자치도 서귀포시 성산읍 고성리 1673-1,제주특별자치도 서귀포시 성산읍 고성리 1673-1,1892757347
3694,카페 더 크라운,제주특별자치도 제주시 구좌읍 해맞이해안로 622,제주특별자치도 제주시 구좌읍 행원리 576-3,제주특별자치도 제주시 구좌읍 행원리 576-3,1197491852
3695,돌담흑돼지 연동,제주특별자치도 서귀포시 일주서로 909,제주특별자치도 서귀포시 색달동 2272-1,제주특별자치도 서귀포시 색달동 2272-1,1038108444
3696,프라임 주유소,제주특별자치도 제주시 조천읍 일주동로 1115,제주특별자치도 제주시 조천읍 함덕리 2784-1,제주특별자치도 제주시 조천읍 함덕리 2784-1,33595719
3697,금강 렌터카,제주특별자치도 제주시 용해로 101,제주특별자치도 제주시 용담이동 802,제주특별자치도 제주시 용담이동 802,no
3698,평대 마루,제주특별자치도 제주시 구좌읍 대수길 3,제주특별자치도 제주시 구좌읍 평대리 1976-4,제주특별자치도 제주시 구좌읍 평대리 1976-4,1638351570
3699,대수굴식당,제주특별자치도 제주시 구좌읍 대수길 10-4,제주특별자치도 제주시 구좌읍 평대리 2022-3,제주특별자치도 제주시 구좌읍 평대리 2022-3,889583882
3700,민트 게스트하우스,제주특별자치도 제주시 서광로5길 2-4,제주특별자치도 제주시 용담일동 2829-6,제주특별자치도 제주시 용담일동 2829-6,34105111
3701,함덕해수욕장 잔디광장,제주특별자치도 제주시 조천읍 조함해안로 525,제주특별자치도 제주시 조천읍 함덕리 14-1,제주특별자치도 제주시 조천읍 함덕리 14-1,341498396
3702,오늘의 미미,제주특별자치도 제주시 조천읍 평사길 24,제주특별자치도 제주시 조천읍 함덕리 249-2,제주특별자치도 제주시 조천읍 함덕리 249-2,1901458145
3703,소요 카페,제주특별자치도 제주시 구좌읍 김녕로1길 89-8,제주특별자치도 제주시 구좌읍 김녕리 1274,제주특별자치도 제주시 구좌읍 김녕리 1274,no
3704,유군 초밥,제주특별자치도 제주시 서광로32길 19,제주특별자치도 제주시 이도이동 1771-13,제주특별자치도 제주시 이도이동 1771-13,1479965101
3705,그집글라,제주특별자치도 제주시 서광로4길 5,제주특별자치도 제주시 오라일동 2443-1,제주특별자치도 제주시 오라일동 2443-1,1198180425
3706,카페 도리도리,제주특별자치도 제주시 구좌읍 해맞이해안로 1766,제주특별자치도 제주시 구좌읍 하도리 468-6,제주특별자치도 제주시 구좌읍 하도리 468-6,1134108270
3707,두툼한 고기돈돼지,제주특별자치도 제주시 조천읍 함덕19길 3,제주특별자치도 제주시 조천읍 함덕리 960-9,제주특별자치도 제주시 조천읍 함덕리 960-9,142602502
3708,샘나도,제주특별자치도 제주시 애월읍 애월로10길 3,제주특별자치도 제주시 애월읍 애월리 1619-1,제주특별자치도 제주시 애월읍 애월리 1619-1,1426843501
3709,스테이 예스,제주특별자치도 제주시 한경면 일주서로 4549,제주특별자치도 제주시 한경면 판포리 1703-5,제주특별자치도 제주시 한경면 판포리 1703-5,no
3710,부두식당,제주특별자치도 제주시 애월읍 애월로13길 21,제주특별자치도 제주시 애월읍 애월리 1736-2,제주특별자치도 제주시 애월읍 애월리 1736-2,16872230
3711,스시 애월,제주특별자치도 제주시 애월읍 장전로 57,제주특별자치도 제주시 애월읍 장전리 1179-1,제주특별자치도 제주시 애월읍 장전리 1179-1,1529061857
3712,모아 중인,제주특별자치도 제주시 중앙로4길 6,제주특별자치도 제주시 삼도이동 12-21,제주특별자치도 제주시 삼도이동 12-21,no
3713,한양동 식당 뷔페,제주특별자치도 제주시 한경면 용금로 501,제주특별자치도 제주시 한경면 조수리 115-4,제주특별자치도 제주시 한경면 조수리 115-4,1393083904
3714,곁,제주특별자치도 제주시 칠성로길 9,제주특별자치도 제주시 일도일동 1401-15,제주특별자치도 제주시 일도일동 1401-15,1606110928
3715,세리나,제주특별자치도 제주시 중앙로4길 1,제주특별자치도 제주시 건입동 1421-12,제주특별자치도 제주시 건입동 1421-12,1107728127
3716,함덕촐래밥상,제주특별자치도 제주시 조천읍 함대로 57,제주특별자치도 제주시 조천읍 함덕리 2734-2,제주특별자치도 제주시 조천읍 함덕리 2734-2,1346958057
3717,윤재 커피,제주특별자치도 제주시 중앙로12길 1,제주특별자치도 제주시 이도1동 1403-2,제주특별자치도 제주시 이도1동 1403-2,237145370
3718,수일 통닭 남녕점,제주특별자치도 제주시 원노형로 3,제주특별자치도 제주시 노형동 906-7,제주특별자치도 제주시 노형동 906-7,32157839
3719,새향원분식,제주특별자치도 서귀포시 중정로62번길 7,제주특별자치도 서귀포시 서귀동 420-8,제주특별자치도 서귀포시 서귀동 420-8,no
3720,신 틈새 불 닭발,제주특별자치도 서귀포시 명동로 5,제주특별자치도 서귀포시 서귀동 427-9,제주특별자치도 서귀포시 서귀동 427-9,30838694
3721,차이나타운,제주특별자치도 서귀포시 중앙로47번길 4,제주특별자치도 서귀포시 서귀동 295-14,제주특별자치도 서귀포시 서귀동 295-14,1148086008
3722,오일장 떡볶이,제주특별자치도 제주시 동문로4길 17,제주특별자치도 제주시 일도일동 1102-3,제주특별자치도 제주시 일도일동 1102-3,1031366684
3723,돈사촌,제주특별자치도 서귀포시 동홍중앙로52번길 4,제주특별자치도 서귀포시 동홍동 499-9,제주특별자치도 서귀포시 동홍동 499-9,1943395048
3724,자키 커피,제주특별자치도 제주시 오현길 82,제주특별자치도 제주시 이도일동 1349-28,제주특별자치도 제주시 이도일동 1349-28,no
3725,바다이고 띠,제주특별자치도 제주시 월대3길 31,제주특별자치도 제주시 외도이동 334-5,제주특별자치도 제주시 외도이동 334-5,no
3726,내도바당 횟집,제주특별자치도 제주시 내도중길 9-7,제주특별자치도 제주시 내도동 509,제주특별자치도 제주시 내도동 509,12890508
3727,수영 밥상 본점,제주특별자치도 제주시 우령안1길 29-1,제주특별자치도 제주시 외도일동 543-8,제주특별자치도 제주시 외도일동 543-8,1654775891
3728,리바트 제주점,제주특별자치도 제주시 서광로 54,제주특별자치도 제주시 오라삼동 2586-3,제주특별자치도 제주시 오라삼동 2586-3,1536886109
3729,앞뱅디식당,제주특별자치도 제주시 선덕로 32,제주특별자치도 제주시 연동 324-1,제주특별자치도 제주시 연동 324-1,11797049
3730,화순 한가네 식당,제주특별자치도 서귀포시 안덕면 화순해안로 109,제주특별자치도 서귀포시 안덕면 화순리 775-6,제주특별자치도 서귀포시 안덕면 화순리 775-6,1912352918
3731,제주도서관,제주특별자치도 제주시 연삼로 489,제주특별자치도 제주시 이도2동 414,제주특별자치도 제주시 이도2동 414,11592360
3732,봉해장국,제주특별자치도 제주시 성지로 67-1,제주특별자치도 제주시 일도1동 1048-6,제주특별자치도 제주시 일도1동 1048-6,19649892
3733,모니카 옛날통닭,제주특별자치도 제주시 도령로13길 16-3,제주특별자치도 제주시 연동 2312-3,제주특별자치도 제주시 연동 2312-3,16834930
3734,모슬포 호텔 3동,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 15,제주특별자치도 서귀포시 대정읍 하모리 2129-3,제주특별자치도 서귀포시 대정읍 하모리 2129-3,1888157440
3735,별난 아재 맥주 제주대 정점,제주특별자치도 서귀포시 대정읍 신영로 77,제주특별자치도 서귀포시 대정읍 하모리 940-19,제주특별자치도 서귀포시 대정읍 하모리 940-19,1437712296
3736,달고기네은갈치,제주특별자치도 제주시 테우해안로 106,제주특별자치도 제주시 내도동 452-14,제주특별자치도 제주시 내도동 452-14,1116012632
3737,면세물품인도장,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,제주특별자치도 제주시 용담2동 2002,1276252406
3738,국수마씸,제주특별자치도 제주시 관덕로2길 24,제주특별자치도 제주시 삼도이동 830-14,제주특별자치도 제주시 삼도이동 830-14,1165723567
3739,명월 부르드,제주특별자치도 제주시 한림읍 명월성로 145-3,제주특별자치도 제주시 한림읍 동명리 2222,제주특별자치도 제주시 한림읍 동명리 2222,no
3740,봄이네 해바라기,제주특별자치도 제주시 중앙로14길 24,제주특별자치도 제주시 삼도이동 925-1,제주특별자치도 제주시 삼도이동 925-1,31672664
3741,배스킨라빈스 제주중앙점,제주특별자치도 제주시 중앙로 72,제주특별자치도 제주시 이도일동 1404-2,제주특별자치도 제주시 이도일동 1404-2,32461423
3742,제주 칠성으로 상점가,제주특별자치도 제주시 관덕로13길 12,제주특별자치도 제주시 일도일동 1476-20,제주특별자치도 제주시 일도일동 1476-20,13347048
3743,다이소 제주동문시장점,제주특별자치도 제주시 관덕로 68,제주특별자치도 제주시 일도일동 1476-2,제주특별자치도 제주시 일도일동 1476-2,37215629
3744,정직한 통닭 중앙점,제주특별자치도 제주시 중앙로14길 29,제주특별자치도 제주시 삼도2동 918,제주특별자치도 제주시 삼도2동 918,76853032
3745,대춘해장국 본점,제주특별자치도 제주시 연북로 398,제주특별자치도 제주시 도남동 380-2,제주특별자치도 제주시 도남동 380-2,38540397
3746,탑동 복룡 약국,제주특별자치도 제주시 탑동로 24,제주특별자치도 제주시 삼도2동 1261-13,제주특별자치도 제주시 삼도2동 1261-13,19523331
3747,아방 닭강정,제주특별자치도 제주시 관덕로14길 16,제주특별자치도 제주시 이도일동 1434,제주특별자치도 제주시 이도일동 1434,no
3748,동문 올레 수산,제주특별자치도 제주시 관덕로14길 10,제주특별자치도 제주시 이도일동 1349-5,제주특별자치도 제주시 이도일동 1349-5,1971538314
3749,CU 제주 탑동로점,제주특별자치도 제주시 중앙로2길 15,제주특별자치도 제주시 삼도이동 5-1,제주특별자치도 제주시 삼도이동 5-1,1174853936
3750,상상 하이킹,제주특별자치도 제주시 용해로 3,제주특별자치도 제주시 용담삼동 1029-3,제주특별자치도 제주시 용담삼동 1029-3,1746406129
3751,메가 MGC 커피 제주동문시장점,제주특별자치도 제주시 관덕로 65,제주특별자치도 제주시 일도일동 1476-37,제주특별자치도 제주시 일도일동 1476-37,no
3752,성공 식당,제주특별자치도 제주시 중앙로2길 7-1,제주특별자치도 제주시 삼도이동 2,제주특별자치도 제주시 삼도이동 2,16685532
3753,협재리 식당,제주특별자치도 제주시 한림읍 협재1길 22,제주특별자치도 제주시 한림읍 협재리 1658-1,제주특별자치도 제주시 한림읍 협재리 1658-1,1285495202
3754,파리바게뜨 제주 시청점,제주특별자치도 제주시 중앙로 230,제주특별자치도 제주시 이도이동 1768-27,제주특별자치도 제주시 이도이동 1768-27,20095543
3755,돈사무소 노형점,제주특별자치도 제주시 정존11길 39,제주특별자치도 제주시 노형동 2615-10,제주특별자치도 제주시 노형동 2615-10,1654949074
3756,왕과탕후루,제주특별자치도 제주시 중앙로 240,제주특별자치도 제주시 이도이동 1185-1,제주특별자치도 제주시 이도이동 1185-1,1214298619
3757,CU 제주 남문점,제주특별자치도 제주시 서사로 35,제주특별자치도 제주시 삼도이동 803-25,제주특별자치도 제주시 삼도이동 803-25,1343202904
3758,퓨어베베,제주특별자치도 제주시 오라로 9,제주특별자치도 제주시 오라삼동 2334-11,제주특별자치도 제주시 오라삼동 2334-11,1466621389
3759,CU 제주 김녕해수욕장점,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,제주특별자치도 제주시 구좌읍 김녕리 497-4,제주특별자치도 제주시 구좌읍 김녕리 497-4,1200248533
3760,CU 제주 김녕 동성 점,제주특별자치도 제주시 구좌읍 김녕로 157,제주특별자치도 제주시 구좌읍 김녕리 1206-4,제주특별자치도 제주시 구좌읍 김녕리 1206-4,1953560524
3761,맨도롱또똣김밥,제주특별자치도 제주시 조천읍 조함해안로 496,제주특별자치도 제주시 조천읍 함덕리 1252-9,제주특별자치도 제주시 조천읍 함덕리 1252-9,no
3762,산방산 나들목,제주특별자치도 서귀포시 안덕면 사계남로 189,제주특별자치도 서귀포시 안덕면 사계리 2032,제주특별자치도 서귀포시 안덕면 사계리 2032,38402606
3763,에그인 선셋,제주특별자치도 제주시 한림읍 한수1길 33,제주특별자치도 제주시 한림읍 한수리 912-1,제주특별자치도 제주시 한림읍 한수리 912-1,no
3764,오빠네 해물라면 협재점,제주특별자치도 제주시 한림읍 한림로 475,제주특별자치도 제주시 한림읍 옹포리 588-2,제주특별자치도 제주시 한림읍 옹포리 588-2,1869459211
3765,제주 프리 또,제주특별자치도 제주시 한림읍 귀덕5길 7,제주특별자치도 제주시 한림읍 귀덕리 3226-4,제주특별자치도 제주시 한림읍 귀덕리 3226-4,182753219
3766,대돈,제주특별자치도 제주시 관덕로15길 29,제주특별자치도 제주시 건입동 1399-1,제주특별자치도 제주시 건입동 1399-1,733881084
3767,마트로 탑동점,제주특별자치도 제주시 중앙로 13,제주특별자치도 제주시 건입동 1441,제주특별자치도 제주시 건입동 1441,1711458403
3768,선셋 클리프,제주특별자치도 제주시 애월읍 애월로1길 19-8,제주특별자치도 제주시 애월읍 애월리 2477,제주특별자치도 제주시 애월읍 애월리 2477,1430869668
3769,스튜디오 88 제주애월점,제주특별자치도 제주시 애월읍 애월로1길 7,제주특별자치도 제주시 애월읍 애월리 2484-1,제주특별자치도 제주시 애월읍 애월리 2484-1,1182126620
3770,해녀의 집,,제주특별자치도 제주시 애월읍 애월리 2555-2,제주특별자치도 제주시 애월읍 애월리 2555-2,1620533163
3771,신흥해수욕장,,제주특별자치도 제주시 조천읍 신흥리,제주특별자치도 제주시 조천읍 신흥리,1310891704
3772,블루베이,제주특별자치도 제주시 동문로4길 14,제주특별자치도 제주시 일도일동 1144-1,제주특별자치도 제주시 일도일동 1144-1,1089054757
3773,은갈치 타운,제주특별자치도 제주시 고마로19길 2,제주특별자치도 제주시 일도이동 416-1,제주특별자치도 제주시 일도이동 416-1,1490720990
3774,카페 제주 동네,제주특별자치도 제주시 구좌읍 종달로5길 23,제주특별자치도 제주시 구좌읍 종달리 841-1,제주특별자치도 제주시 구좌읍 종달리 841-1,no
3775,플레이스 어물,제주특별자치도 제주시 구좌읍 종달논길 92,제주특별자치도 제주시 구좌읍 종달리 756,제주특별자치도 제주시 구좌읍 종달리 756,1401505058
3776,지미봉,,제주특별자치도 제주시 구좌읍 종달리 산 3-1,제주특별자치도 제주시 구좌읍 종달리 산 3-1,17032438
3777,도너츠윤 제주점,제주특별자치도 서귀포시 성산읍 고성중앙로 79,제주특별자치도 서귀포시 성산읍 고성리 1135-9,제주특별자치도 서귀포시 성산읍 고성리 1135-9,1577192193
3778,잃어버린 마을 곤을동,,제주특별자치도 제주시 화북일동 4440,제주특별자치도 제주시 화북일동 4440,no
3779,사라봉공원,제주특별자치도 제주시 사라봉동길 74,제주특별자치도 제주시 건입동 387-1,제주특별자치도 제주시 건입동 387-1,1437268710
3780,돈물국수,제주특별자치도 제주시 연무정동길 4,제주특별자치도 제주시 건입동 1089-44,제주특별자치도 제주시 건입동 1089-44,no
3781,무릉 곶자왈,,제주특별자치도 서귀포시 대정읍 무릉리 산 1,제주특별자치도 서귀포시 대정읍 무릉리 산 1,1385305363
3782,동일리 포구,,제주특별자치도 서귀포시 대정읍 동일리,제주특별자치도 서귀포시 대정읍 동일리,17068006
3783,언니네 시골집 게스트하우스,제주특별자치도 제주시 한경면 용수3길 38,제주특별자치도 제주시 한경면 용수리 4143-1,제주특별자치도 제주시 한경면 용수리 4143-1,1945152511
3784,조식,제주특별자치도 제주시 애월읍 어림비로 272,제주특별자치도 제주시 애월읍 어음리 3459-1,제주특별자치도 제주시 애월읍 어음리 3459-1,1633977299
3785,노형슈퍼,제주특별자치도 제주시 원노형8길 18,제주특별자치도 제주시 노형동 932-20,제주특별자치도 제주시 노형동 932-20,no
3786,캔디원,제주특별자치도 제주시 조천읍 선교로 384,제주특별자치도 제주시 조천읍 선흘리 1776,제주특별자치도 제주시 조천읍 선흘리 1776,1241487322
3787,산굼부리 분화구 주차장,제주특별자치도 제주시 조천읍 비자림로 768,제주특별자치도 제주시 조천읍 교래리 342-2,제주특별자치도 제주시 조천읍 교래리 342-2,17037121
3788,성산포수협 활어회센터,제주특별자치도 서귀포시 성산읍 성산등용로 91,제주특별자치도 서귀포시 성산읍 성산리 347-5,제주특별자치도 서귀포시 성산읍 성산리 347-5,1939662648
3789,빠레브호텔,제주특별자치도 서귀포시 김정문화로 15,제주특별자치도 서귀포시 강정동 173,제주특별자치도 서귀포시 강정동 173,32876520
3790,모영,제주특별자치도 서귀포시 성산읍 동류암로 44,제주특별자치도 서귀포시 성산읍 고성리 315-3,제주특별자치도 서귀포시 성산읍 고성리 315-3,1082141245
3791,동암산,제주특별자치도 서귀포시 성산읍 일출로 284-10,제주특별자치도 서귀포시 성산읍 성산리 116,제주특별자치도 서귀포시 성산읍 성산리 116,16947727
3792,윌라라,제주특별자치도 서귀포시 성산읍 성산중앙로 33,제주특별자치도 서귀포시 성산읍 성산리 178-19,제주특별자치도 서귀포시 성산읍 성산리 178-19,no
3793,김정문알로에 알로에숲,제주특별자치도 서귀포시 성산읍 성읍정의현로32번길 43,제주특별자치도 서귀포시 성산읍 신풍리 1680-2,제주특별자치도 서귀포시 성산읍 신풍리 1680-2,no
3794,북 카페 가까이,제주특별자치도 서귀포시 보목포로 161,제주특별자치도 서귀포시 하효동 1374-2,제주특별자치도 서귀포시 하효동 1374-2,1277532196
3795,귤꽃 카페,제주특별자치도 제주시 조천읍 함덕2길 90,제주특별자치도 제주시 조천읍 함덕리 3527-1,제주특별자치도 제주시 조천읍 함덕리 3527-1,21608244
3796,노빠사나다,제주특별자치도 서귀포시 안덕면 일주서로 2094,제주특별자치도 서귀포시 안덕면 덕수리 3001-1,제주특별자치도 서귀포시 안덕면 덕수리 3001-1,no
3797,화이트스톤빌아파트,제주특별자치도 제주시 신성로14길 13,제주특별자치도 제주시 이도이동 1011-1,제주특별자치도 제주시 이도이동 1011-1,38488478
3798,월령작야 달의 객잔,제주특별자치도 제주시 한림읍 월령3길 39-5,제주특별자치도 제주시 한림읍 월령리 330-1,제주특별자치도 제주시 한림읍 월령리 330-1,1456068886
3799,꾸꾸제주,제주특별자치도 제주시 한림읍 한림상로 15-5,제주특별자치도 제주시 한림읍 옹포리 326-3,제주특별자치도 제주시 한림읍 옹포리 326-3,no
3800,더 제이드,제주특별자치도 제주시 관덕로15길 7-1,제주특별자치도 제주시 일도일동 1331-1,제주특별자치도 제주시 일도일동 1331-1,no
3801,제주 맛집 돈향기,제주특별자치도 제주시 관덕로15길 30,제주특별자치도 제주시 건입동 1384,제주특별자치도 제주시 건입동 1384,16742074
3802,제주신화 월드 S BAR,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 서광리 산 24,1921326988
3803,성화지,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,제주특별자치도 서귀포시 안덕면 서광리 산 24-15,제주특별자치도 서귀포시 안덕면 서광리 산 24-15,no
3804,애조로 주유소,제주특별자치도 제주시 애월읍 일주서로 6806,제주특별자치도 제주시 애월읍 구엄리 921-1,제주특별자치도 제주시 애월읍 구엄리 921-1,35550500
3805,책방 소리 소문,제주특별자치도 제주시 한경면 저지동길 8-31,제주특별자치도 제주시 한경면 저지리 1738-1,제주특별자치도 제주시 한경면 저지리 1738-1,1007055447
3806,호랑이 주택,제주특별자치도 제주시 한림읍 명랑남길 17,제주특별자치도 제주시 한림읍 한림리 546-1,제주특별자치도 제주시 한림읍 한림리 546-1,1932409803
3807,시리얼,제주특별자치도 제주시 한림읍 명랑로 26,제주특별자치도 제주시 한림읍 한림리 1034-1,제주특별자치도 제주시 한림읍 한림리 1034-1,no
3808,우리네 보쌈,제주특별자치도 제주시 사장길 21,제주특별자치도 제주시 연동 305,제주특별자치도 제주시 연동 305,33657589
3809,아젠토 피오레 컨벤션,제주특별자치도 제주시 서광로 112,제주특별자치도 제주시 오라삼동 2401-46,제주특별자치도 제주시 오라삼동 2401-46,1024728318
3810,청춘당 꽈배기 서부점,제주특별자치도 서귀포시 안덕면 신화역사로 502,제주특별자치도 서귀포시 안덕면 동광리 810,제주특별자치도 서귀포시 안덕면 동광리 810,1482871905
3811,노을해안길 1코스,,제주특별자치도 서귀포시 대정읍 영락리 2169-3,제주특별자치도 서귀포시 대정읍 영락리 2169-3,no
